Protein.IDs	Gene	meanCN4abs	meanCN22abs	meanCN38abs	meanCN75abs	mean_hGRabs	sdCN4abs	sdCN22abs	sdCN38abs	sdCN75abs	sd_hGRabs
Q06505	YPR133C	6.52E-07	7.90E-07	4.76E-07	4.31E-07	3.76E-07	3.28E-08	3.44E-08	1.24E-08	4.77E-08	1.39E-08
Q06506	YPR137W	2.90E-07	2.62E-07	1.41E-07	1.21E-07	2.61E-07	1.43E-08	3.30E-08	7.79E-09	5.20E-09	1.32E-08
Q06508	YPR139C	2.15E-07	3.81E-07	2.54E-07	2.15E-07	1.63E-07	3.07E-08	6.74E-08	1.57E-08	8.73E-10	1.48E-08
Q06510	YPR140W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q06511	YPR143W	6.32E-07	7.06E-07	4.27E-07	3.22E-07	5.48E-07	8.89E-09	2.92E-08	3.00E-08	3.27E-08	7.79E-08
Q06523	YPR148C	3.90E-07	4.75E-07	2.94E-07	2.44E-07	2.05E-07	3.22E-08	1.94E-08	1.11E-08	6.31E-09	1.31E-08
Q06525	YPR152C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q06538	YLR241W	1.32E-08	2.47E-08	1.61E-08	1.50E-08	7.82E-09	2.69E-10	3.00E-09	1.93E-09	1.69E-09	7.62E-10
Q06543	YLR243W	2.24E-07	1.96E-07	1.10E-07	1.03E-07	1.28E-07	1.94E-08	2.90E-08	9.75E-09	1.08E-09	5.56E-09
Q06567	YLR253W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q06592	YPR193C	7.04E-08	NA	NA	3.33E-08	NA	NA	NA	NA	NA	NA
Q06608	YPR172W	2.00E-06	2.18E-06	1.46E-06	1.22E-06	7.51E-07	1.82E-07	1.07E-07	2.76E-08	4.47E-08	4.92E-08
Q06616	YPR174C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q06624	YPR180W	3.23E-07	3.33E-07	2.00E-07	1.77E-07	1.30E-07	1.67E-08	2.44E-08	1.10E-08	1.53E-08	3.99E-08
Q06625	YPR184W	2.65E-07	3.79E-07	2.27E-07	1.63E-07	NA	6.44E-08	3.33E-08	1.17E-08	8.63E-09	NA
Q06629	YDR295C	5.19E-08	5.56E-08	NA	NA	NA	9.75E-09	NA	NA	NA	NA
Q06630	YDR296W	6.81E-07	4.70E-07	3.01E-07	2.08E-07	1.08E-06	2.18E-08	5.81E-08	3.44E-08	2.02E-08	3.39E-08
Q06631	YDR299W	1.17E-07	9.50E-08	5.16E-08	4.65E-08	9.92E-08	1.48E-09	1.11E-08	2.15E-09	3.39E-09	7.91E-10
Q06632	YDR301W	NA	NA	1.49E-08	9.20E-09	NA	NA	NA	NA	NA	NA
Q06639	YDR303C	1.94E-08	3.35E-08	2.11E-08	1.72E-08	1.61E-08	8.71E-10	3.04E-10	1.97E-09	9.86E-10	5.55E-09
Q06651	YDR313C	6.07E-08	1.01E-07	7.54E-08	6.25E-08	1.47E-08	1.27E-08	1.38E-08	1.16E-08	1.39E-08	2.87E-09
Q06668	YDR316W	NA	NA	NA	NA	1.03E-07	NA	NA	NA	NA	1.99E-08
Q06671	YLR431C	2.55E-08	2.69E-08	NA	1.47E-08	NA	NA	NA	NA	NA	NA
Q06673	YLR436C	1.10E-08	NA	6.68E-09	5.74E-09	NA	NA	NA	NA	NA	NA
Q06677	YDR320C	1.07E-07	1.04E-07	NA	NA	NA	NA	1.52E-08	NA	NA	NA
Q06678	YDR322W	3.68E-07	2.40E-07	1.60E-07	1.19E-07	4.76E-07	2.62E-08	2.20E-08	2.21E-08	1.58E-08	4.06E-08
Q06679	YDR324C	4.66E-07	6.67E-07	4.28E-07	4.41E-07	3.31E-07	2.00E-07	3.72E-07	2.53E-07	2.76E-08	7.64E-08
Q06682	YDR330W	1.55E-07	8.97E-08	6.16E-08	5.42E-08	1.06E-07	3.94E-08	4.74E-09	8.81E-09	3.77E-09	7.71E-08
Q06685	YLR410W	5.52E-07	5.31E-07	3.89E-07	3.07E-07	4.17E-07	4.45E-08	3.01E-08	1.50E-08	1.25E-08	1.52E-08
Q06686	YLR411W	NA	8.55E-08	NA	NA	9.37E-08	NA	NA	NA	NA	1.41E-08
Q06696	YLR417W	2.39E-07	2.91E-07	2.00E-07	1.62E-07	1.88E-07	5.10E-08	2.19E-09	NA	NA	1.48E-08
Q06697	YLR418C	2.39E-07	2.83E-07	1.87E-07	1.58E-07	1.28E-07	1.66E-08	1.57E-08	1.16E-08	2.37E-09	9.60E-09
Q06698	YLR419W	4.65E-08	7.93E-08	4.57E-08	4.74E-08	2.98E-08	5.16E-09	1.42E-08	2.24E-09	NA	2.98E-09
Q06704	YLR309C	3.96E-08	4.96E-08	2.97E-08	2.61E-08	3.60E-08	1.54E-09	2.03E-09	6.48E-09	3.44E-09	6.11E-09
Q06705	YLR380W	6.59E-07	8.07E-07	5.89E-07	4.65E-07	4.46E-07	2.09E-08	3.61E-08	4.74E-08	5.83E-08	2.08E-08
Q06706	YLR384C	2.24E-07	2.01E-07	1.70E-07	1.30E-07	2.28E-07	3.39E-08	3.16E-08	2.16E-08	8.38E-09	1.23E-08
Q06708	YLR386W	1.25E-08	1.66E-08	1.40E-08	1.24E-08	5.97E-09	5.60E-10	1.17E-09	2.54E-09	1.19E-09	3.45E-10
Q06709	YLR387C	4.95E-07	3.20E-07	1.85E-07	1.50E-07	3.34E-07	2.49E-08	4.13E-08	1.71E-08	8.76E-09	7.87E-09
Q06817	YPR081C	2.11E-08	8.85E-09	5.74E-09	NA	3.69E-09	6.64E-09	NA	NA	NA	NA
Q06819	YPR082C	7.96E-08	7.06E-08	NA	4.05E-08	5.68E-08	2.03E-08	1.77E-08	NA	2.22E-09	NA
Q06833	YPR091C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q06839	YPR097W	2.87E-08	3.97E-08	1.87E-08	1.86E-08	1.63E-08	NA	NA	NA	NA	4.09E-10
Q06892	YPL188W	7.31E-07	7.16E-07	4.05E-07	3.05E-07	3.14E-07	3.50E-08	2.71E-08	1.43E-08	2.22E-08	2.99E-08
Q07084	YLR006C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07349	YDL027C	1.34E-07	1.24E-07	9.28E-08	6.29E-08	5.14E-08	8.92E-09	NA	8.39E-09	2.27E-08	NA
Q07350	YDL043C	5.26E-08	6.11E-08	NA	NA	NA	9.72E-09	NA	NA	NA	NA
Q07362	YDL053C	6.46E-07	6.56E-07	3.51E-07	3.42E-07	5.86E-07	3.69E-08	6.14E-08	2.18E-08	4.75E-08	3.88E-08
Q07379	YDL057W	NA	NA	NA	9.88E-08	NA	NA	NA	NA	NA	NA
Q07381	YDL060W	4.48E-07	2.96E-07	1.93E-07	1.73E-07	3.26E-07	3.03E-08	3.36E-08	3.16E-08	3.00E-08	1.87E-08
Q07395	YDL063C	9.18E-08	8.00E-08	4.39E-08	3.28E-08	4.76E-08	1.25E-08	1.42E-08	3.12E-09	9.01E-10	1.13E-08
Q07418	YDL065C	2.83E-08	2.42E-08	1.48E-08	1.24E-08	1.16E-08	2.90E-09	1.08E-09	4.95E-10	1.91E-09	9.27E-10
Q07451	YDL072C	3.52E-07	5.32E-07	3.52E-07	2.75E-07	1.30E-07	9.58E-08	1.52E-08	2.61E-08	6.31E-08	4.57E-08
Q07457	YDL074C	9.13E-08	1.12E-07	6.82E-08	6.70E-08	5.20E-08	2.31E-08	6.82E-09	7.35E-09	7.30E-09	5.76E-09
Q07468	YDL077C	2.88E-08	NA	2.02E-08	1.67E-08	NA	NA	NA	NA	NA	NA
Q07478	YDL084W	7.39E-06	8.44E-06	5.36E-06	4.78E-06	5.16E-06	5.96E-07	6.17E-07	1.32E-07	1.79E-07	1.00E-07
Q07500	YDL085W	6.85E-07	4.16E-07	8.98E-08	1.02E-07	NA	1.77E-07	2.25E-08	1.18E-08	8.51E-08	NA
Q07505	YDL086W	3.24E-06	2.54E-06	1.67E-06	1.47E-06	1.14E-06	3.13E-07	2.62E-08	9.72E-08	8.17E-08	8.19E-08
Q07508	YDL087C	1.27E-08	NA	NA	9.04E-09	1.44E-08	NA	NA	NA	NA	NA
Q07527	YDL112W	1.00E-07	1.08E-07	5.43E-08	4.83E-08	5.63E-08	9.80E-09	1.69E-09	NA	6.13E-09	5.62E-09
Q07528	YDL113C	4.33E-08	3.03E-08	2.40E-08	2.82E-08	1.38E-08	7.57E-09	7.46E-09	5.54E-09	8.53E-09	3.32E-09
Q07532	YDL115C	3.12E-08	3.25E-08	2.42E-08	1.70E-08	1.91E-08	7.54E-09	1.56E-09	2.55E-09	4.71E-09	NA
Q07540	YDL120W	2.54E-07	1.65E-07	1.04E-07	8.59E-08	2.63E-07	1.69E-08	3.75E-08	NA	6.56E-09	NA
Q07541	YDL121C	1.43E-07	1.46E-07	7.28E-08	7.02E-08	1.25E-07	NA	5.49E-08	1.68E-08	8.58E-09	NA
Q07551	YDL124W	1.45E-05	8.99E-06	5.07E-06	4.39E-06	1.61E-06	3.24E-06	3.11E-07	7.75E-08	1.66E-07	1.56E-07
Q07589	YDL144C	7.05E-07	5.64E-07	3.48E-07	2.83E-07	2.54E-07	1.09E-07	3.44E-08	4.85E-08	3.03E-08	1.96E-08
Q07623	YDL213C	1.95E-07	1.58E-07	8.10E-08	8.03E-08	1.14E-07	3.64E-09	8.06E-09	2.17E-09	5.33E-09	3.37E-09
Q07648	YDL219W	2.19E-06	1.89E-06	1.13E-06	1.04E-06	1.15E-06	2.53E-07	1.83E-07	7.60E-08	1.20E-07	6.09E-08
Q07653	YDL223C	6.10E-08	5.02E-08	1.26E-08	8.74E-09	3.87E-09	2.35E-08	5.75E-09	8.59E-10	1.22E-09	6.44E-10
Q07655	YDL224C	5.23E-08	7.38E-08	4.62E-08	3.83E-08	2.94E-08	1.98E-09	1.05E-09	4.19E-09	2.93E-09	2.03E-09
Q07657	YDL225W	2.30E-07	1.95E-07	1.15E-07	1.01E-07	1.19E-07	1.66E-09	2.42E-08	5.24E-09	1.89E-08	1.73E-08
Q07688	YDL235C	7.42E-07	5.74E-07	4.32E-07	3.44E-07	3.51E-07	2.06E-07	6.10E-08	5.05E-08	1.94E-08	1.28E-08
Q07716	YDL237W	3.23E-07	4.86E-07	3.32E-07	2.83E-07	1.07E-07	1.99E-08	1.50E-08	2.93E-08	2.18E-08	1.40E-08
Q07800	YLL010C	4.24E-08	5.60E-08	4.34E-08	4.62E-08	2.32E-08	NA	6.20E-09	7.92E-09	1.06E-08	1.91E-09
Q07804	YLL012W	1.91E-08	1.56E-08	1.61E-08	1.18E-08	7.56E-09	NA	NA	1.39E-09	NA	7.10E-10
Q07807	YLL013C	1.92E-07	1.84E-07	1.20E-07	9.02E-08	3.24E-07	5.57E-09	1.10E-08	6.49E-09	7.82E-09	9.21E-09
Q07824	YLL028W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07825	YLL029W	1.53E-06	1.46E-06	1.20E-06	9.45E-07	7.86E-07	1.43E-07	1.89E-07	1.49E-07	1.59E-08	8.24E-08
Q07844	YLL034C	8.15E-08	9.67E-08	4.95E-08	4.16E-08	7.87E-08	2.94E-09	9.71E-09	1.27E-09	1.65E-09	5.92E-09
Q07845	YLL035W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07878	YLL040C	5.19E-08	6.58E-08	3.91E-08	3.23E-08	2.70E-08	2.00E-09	1.31E-09	4.43E-09	6.94E-09	4.89E-09
Q07895	YLR001C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07896	YLR002C	4.95E-08	5.43E-08	2.76E-08	2.50E-08	4.27E-08	4.41E-09	5.05E-09	6.34E-09	2.65E-09	2.50E-09
Q07897	YLR003C	3.32E-07	3.57E-07	1.88E-07	1.77E-07	1.49E-07	3.93E-08	1.38E-08	1.20E-08	1.38E-08	2.34E-08
Q07914	YLR008C	1.60E-06	1.14E-06	7.49E-07	5.79E-07	2.36E-06	1.12E-07	4.96E-08	3.45E-08	5.66E-08	1.41E-07
Q07915	YLR009W	1.00E-06	8.39E-07	4.75E-07	3.93E-07	9.15E-07	2.08E-07	3.68E-09	3.26E-08	3.30E-08	7.20E-08
Q07923	YLR011W	2.53E-07	2.85E-07	1.44E-07	1.35E-07	7.64E-08	4.14E-08	2.25E-08	6.40E-09	5.90E-09	2.87E-09
Q07938	YLR017W	1.87E-06	2.13E-06	1.33E-06	1.18E-06	1.72E-06	1.51E-07	2.37E-07	4.91E-08	6.65E-08	1.42E-07
Q07949	YLR019W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07951	YLR021W	1.86E-07	1.36E-07	NA	6.28E-08	1.06E-07	NA	4.02E-08	NA	NA	NA
Q07953	YLR022C	8.72E-08	8.57E-08	6.38E-08	5.53E-08	6.87E-08	8.68E-09	4.45E-09	1.75E-09	2.35E-09	3.18E-09
Q07979	YLR033W	6.36E-08	8.40E-08	6.40E-08	5.32E-08	6.23E-08	5.55E-09	6.45E-09	4.45E-09	6.27E-10	4.57E-09
Q08004	YLR074C	3.99E-08	1.68E-08	7.95E-09	7.82E-09	6.28E-08	NA	NA	NA	NA	8.16E-09
Q08023	YLR077W	4.79E-08	NA	1.03E-08	NA	NA	NA	NA	NA	NA	NA
Q08058	YOL008W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08096	YOL010W	3.12E-07	2.31E-07	1.30E-07	1.06E-07	3.19E-07	1.97E-08	1.16E-08	4.50E-09	4.28E-09	1.03E-08
Q08144	YOL018C	5.10E-08	1.33E-07	NA	5.49E-08	NA	NA	1.74E-08	NA	2.45E-08	NA
Q08162	YOL021C	1.60E-07	1.31E-07	9.28E-08	7.49E-08	1.43E-07	3.72E-08	1.78E-08	2.34E-08	2.63E-09	1.90E-08
Q08179	YOL027C	9.76E-07	8.69E-07	4.88E-07	3.67E-07	1.07E-06	1.70E-08	3.43E-08	3.45E-08	2.82E-08	5.85E-08
Q08193	YOL030W	4.95E-07	1.20E-06	5.16E-07	6.94E-07	3.62E-07	NA	7.72E-07	NA	1.20E-07	NA
Q08199	YOL031C	1.40E-07	1.75E-07	9.70E-08	9.70E-08	NA	3.61E-08	NA	1.31E-08	2.48E-08	NA
Q08202	YOL032W	1.31E-06	1.23E-06	6.11E-07	5.04E-07	2.89E-07	8.10E-08	1.09E-07	3.13E-08	1.96E-08	2.15E-08
Q08208	YOL041C	2.17E-07	2.22E-07	1.13E-07	9.81E-08	1.93E-07	3.45E-08	6.73E-09	5.12E-09	7.89E-09	8.42E-09
Q08213	YOL042W	3.72E-08	3.09E-08	2.24E-08	2.21E-08	1.91E-08	NA	NA	NA	5.93E-09	2.21E-09
Q08220	YOL049W	1.17E-06	1.19E-06	7.22E-07	6.08E-07	7.96E-07	3.86E-08	5.59E-08	2.55E-08	2.45E-08	3.65E-08
Q08223	YOL053W	1.25E-07	1.07E-07	5.65E-08	3.65E-08	1.08E-07	1.03E-08	3.43E-10	NA	4.01E-10	1.61E-08
Q08225	YOL057W	4.46E-07	7.26E-07	4.17E-07	3.55E-07	2.91E-07	1.77E-08	8.91E-08	2.68E-08	2.76E-08	1.42E-08
Q08229	YOL070C	NA	1.22E-08	6.93E-09	3.44E-09	4.26E-09	NA	3.80E-09	NA	NA	NA
Q08230	YOL071W	5.39E-07	4.65E-07	2.74E-07	2.03E-07	4.27E-07	1.71E-08	3.02E-08	9.17E-09	1.86E-08	5.87E-08
Q08235	YOL077C	1.36E-06	1.24E-06	7.54E-07	6.57E-07	1.27E-06	1.40E-07	1.11E-08	1.89E-08	2.37E-08	2.76E-08
Q08237	YOL080C	NA	NA	NA	NA	5.71E-08	NA	NA	NA	NA	1.20E-08
Q08245	YOL109W	2.42E-05	3.08E-05	2.14E-05	1.88E-05	8.87E-06	9.53E-07	8.73E-07	5.69E-07	1.47E-07	6.82E-07
Q08278	YOL135C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08285	YOL142W	1.11E-07	1.13E-07	6.73E-08	5.17E-08	6.50E-08	4.76E-09	1.74E-08	1.24E-08	3.17E-09	9.23E-09
Q08287	YOL144W	4.27E-08	2.78E-08	1.64E-08	1.72E-08	4.54E-08	4.44E-09	8.58E-09	1.60E-09	3.78E-09	5.22E-09
Q08412	YOR042W	2.50E-07	2.80E-07	1.59E-07	1.35E-07	1.03E-07	4.05E-08	2.10E-08	6.12E-09	1.55E-08	6.00E-09
Q08421	YOR051C	6.00E-07	7.15E-07	5.03E-07	4.26E-07	4.14E-07	2.08E-08	2.23E-08	2.06E-08	2.32E-08	8.39E-09
Q08422	YOR052C	5.28E-08	6.46E-08	4.32E-08	4.10E-08	6.65E-08	7.64E-09	NA	7.34E-09	2.28E-09	2.23E-08
Q08438	YOR054C	4.73E-08	4.17E-08	2.49E-08	2.01E-08	1.57E-08	4.29E-09	2.58E-09	1.84E-09	3.98E-10	3.68E-09
Q08444	YOR056C	1.55E-07	1.64E-07	1.20E-07	8.90E-08	1.11E-07	2.93E-08	2.78E-08	2.21E-08	1.23E-08	2.50E-08
Q08446	YOR057W	5.50E-07	5.45E-07	3.83E-07	3.26E-07	3.02E-07	4.95E-08	2.18E-08	1.22E-08	5.47E-09	4.37E-09
Q08448	YOR059C	5.31E-08	7.32E-08	7.08E-08	5.95E-08	2.39E-08	1.05E-08	NA	6.96E-09	3.38E-09	NA
Q08548	YOR175C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08558	YOR180C	NA	3.33E-08	NA	NA	NA	NA	NA	NA	NA	NA
Q08581	YOR195W	4.67E-09	4.38E-09	NA	NA	NA	8.80E-10	2.80E-10	NA	NA	NA
Q08601	YOR197W	1.47E-06	1.44E-06	1.02E-06	9.27E-07	1.03E-06	2.55E-08	1.03E-07	2.58E-08	5.42E-08	5.39E-08
Q08634	YOR238W	5.64E-08	8.85E-08	5.04E-08	4.10E-08	2.81E-08	9.19E-09	1.32E-10	2.60E-09	3.39E-09	7.81E-10
Q08645	YOR241W	1.04E-06	1.24E-06	8.23E-07	6.84E-07	8.86E-07	1.22E-07	1.10E-07	2.05E-08	5.85E-09	2.62E-08
Q08647	YOR243C	2.10E-07	2.43E-07	1.45E-07	1.24E-07	2.41E-07	3.19E-08	4.74E-09	1.35E-08	4.80E-09	1.45E-08
Q08685	YOR250C	2.53E-07	2.41E-07	1.53E-07	1.37E-07	1.38E-07	3.27E-08	1.44E-08	5.59E-09	2.13E-08	3.12E-08
Q08686	YOR251C	7.11E-07	9.08E-07	5.52E-07	4.27E-07	3.28E-07	3.20E-08	2.17E-08	4.27E-08	3.31E-08	2.86E-08
Q08687	YOR252W	1.22E-07	1.16E-07	6.34E-08	5.15E-08	1.48E-07	1.75E-08	7.73E-09	6.11E-09	7.56E-09	6.74E-09
Q08689	YOR253W	4.86E-07	5.13E-07	2.92E-07	2.53E-07	3.30E-07	5.22E-08	4.81E-09	1.21E-08	4.61E-08	2.38E-08
Q08723	YOR261C	2.29E-06	2.54E-06	1.58E-06	1.39E-06	9.68E-07	1.16E-07	9.47E-08	1.26E-08	2.47E-08	2.33E-08
Q08726	YOR262W	9.98E-08	7.73E-08	8.20E-08	6.00E-08	NA	3.21E-08	NA	NA	8.79E-09	NA
Q08732	YOR267C	2.34E-07	2.09E-07	1.38E-07	1.15E-07	2.33E-07	3.83E-08	2.35E-09	1.17E-08	1.93E-09	2.05E-08
Q08742	YOR286W	3.54E-06	3.79E-06	2.34E-06	1.93E-06	4.01E-06	1.50E-07	1.02E-07	1.01E-07	1.89E-07	2.32E-07
Q08745	YOR293W	1.12E-06	1.25E-06	5.85E-07	5.60E-07	1.41E-06	2.19E-08	NA	1.82E-08	NA	5.36E-08
Q08746	YOR294W	1.16E-07	1.03E-07	5.71E-08	4.41E-08	1.10E-07	2.38E-08	4.41E-09	3.70E-09	2.92E-09	1.09E-08
Q08773	YOR304W	1.70E-07	2.01E-07	1.80E-07	1.46E-07	8.47E-08	2.43E-08	1.34E-08	1.05E-08	8.04E-09	4.11E-09
Q08816	YOR352W	1.59E-07	1.42E-07	1.10E-07	8.52E-08	7.39E-08	1.55E-08	3.60E-08	3.24E-08	2.47E-08	2.52E-08
Q08818	YOR354C	3.69E-07	2.16E-07	1.71E-07	1.28E-07	6.61E-07	5.18E-08	3.35E-08	2.46E-08	2.18E-08	3.60E-08
Q08822	YOR356W	6.11E-07	4.47E-07	2.24E-07	1.62E-07	4.00E-07	8.55E-08	2.22E-09	7.23E-09	7.36E-09	2.97E-08
Q08826	YOR357C	1.14E-06	1.30E-06	8.25E-07	8.03E-07	7.87E-07	4.52E-08	3.03E-07	7.59E-08	7.37E-08	5.63E-08
Q08920	YPL178W	1.52E-06	1.83E-06	1.07E-06	9.65E-07	8.73E-07	1.05E-07	1.14E-07	5.90E-08	3.59E-08	3.33E-08
Q08921	YPL180W	3.16E-08	NA	NA	2.17E-08	1.28E-08	NA	NA	NA	7.59E-09	NA
Q08924	YPL183C	1.11E-07	1.14E-07	6.50E-08	4.99E-08	8.34E-08	7.63E-09	1.63E-08	4.68E-09	4.24E-09	9.03E-09
Q08925	YPL184C	5.66E-07	7.14E-07	6.04E-07	4.51E-07	5.95E-07	5.07E-08	2.65E-08	7.72E-08	1.38E-08	3.74E-08
Q08926	YPL186C	7.33E-08	1.12E-07	5.54E-08	3.81E-08	6.36E-09	1.92E-08	5.35E-09	5.86E-10	1.92E-09	1.23E-09
Q08951	YPL195W	4.21E-08	6.92E-08	3.97E-08	3.31E-08	3.75E-08	5.75E-09	3.29E-09	8.00E-09	1.91E-09	1.08E-08
Q08954	YPL199C	1.04E-07	1.47E-07	1.17E-07	1.12E-07	8.79E-08	2.02E-08	8.82E-09	1.00E-08	1.53E-08	1.21E-09
Q08959	YPL206C	1.91E-07	9.41E-07	7.54E-07	5.33E-07	1.85E-07	3.98E-08	8.56E-08	5.40E-08	1.13E-07	NA
Q08960	YPL207W	3.82E-08	3.79E-08	2.49E-08	1.66E-08	2.55E-08	2.71E-09	7.48E-09	2.32E-09	3.40E-09	3.60E-09
Q08961	YPL208W	5.98E-08	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08962	YPL211W	1.41E-06	1.20E-06	6.20E-07	5.18E-07	1.30E-06	1.79E-07	1.41E-08	4.03E-08	5.29E-08	1.02E-08
Q08965	YPL217C	1.06E-07	9.83E-08	8.64E-08	7.45E-08	1.62E-07	7.51E-09	1.22E-09	3.62E-08	7.01E-09	1.56E-08
Q08968	YPL222W	1.37E-07	1.29E-07	5.53E-08	4.96E-08	3.88E-08	2.49E-08	5.06E-09	7.03E-09	6.21E-09	NA
Q08971	YPL225W	6.99E-06	8.39E-06	5.14E-06	4.52E-06	3.63E-06	3.08E-07	1.45E-07	1.08E-07	9.76E-08	7.07E-08
Q08972	YPL226W	1.03E-06	1.43E-06	1.05E-06	8.91E-07	1.24E-06	9.04E-08	3.78E-08	1.90E-08	3.77E-08	6.79E-08
Q08977	YPL260W	2.40E-06	1.98E-06	1.51E-06	1.30E-06	1.61E-06	1.06E-07	1.03E-07	4.05E-08	1.24E-07	1.26E-07
Q08979	YPL263C	9.85E-08	9.66E-08	6.83E-08	5.56E-08	1.34E-07	2.52E-08	2.97E-08	NA	1.75E-09	1.20E-08
Q10740	YNL045W	6.28E-07	6.77E-07	4.14E-07	3.30E-07	3.65E-07	5.26E-08	2.90E-08	1.44E-08	2.16E-08	2.91E-08
Q12000	YOR091W	5.39E-07	4.47E-07	2.81E-07	2.36E-07	5.33E-07	9.75E-08	6.07E-08	3.46E-08	2.93E-08	1.52E-08
Q12003	YPL236C	NA	4.86E-08	NA	NA	NA	NA	NA	NA	NA	NA
Q12009	YDL201W	4.23E-07	3.29E-07	1.74E-07	1.53E-07	2.66E-07	2.28E-08	3.05E-08	1.17E-08	5.54E-09	7.67E-09
Q12012	YOR289W	4.10E-07	5.05E-07	3.12E-07	2.53E-07	1.02E-07	4.68E-08	2.17E-08	1.95E-08	1.60E-08	2.18E-08
Q12017	YOR281C	2.05E-07	2.26E-07	1.39E-07	1.16E-07	1.51E-07	2.28E-08	1.01E-08	3.70E-09	1.38E-08	1.52E-09
Q12018	YDL132W	4.74E-07	5.38E-07	3.91E-07	3.00E-07	2.75E-07	4.05E-08	3.14E-08	2.77E-08	1.61E-08	2.96E-08
Q12019	YLR106C	3.69E-08	4.07E-08	2.41E-08	1.91E-08	3.17E-08	3.21E-09	1.05E-08	5.42E-09	1.01E-09	5.76E-09
Q12024	YOR272W	7.16E-07	5.48E-07	2.97E-07	2.73E-07	5.61E-07	9.70E-08	1.54E-08	1.62E-08	2.07E-08	1.46E-08
Q12025	YDR056C	2.10E-07	1.54E-07	1.01E-07	7.81E-08	8.51E-08	6.53E-09	3.12E-08	6.68E-09	3.91E-09	4.42E-09
Q12028	YPR029C	1.46E-07	1.77E-07	1.16E-07	9.23E-08	8.38E-08	7.95E-09	3.31E-09	2.17E-09	1.20E-08	1.92E-08
Q12029	YOR271C	1.17E-06	1.74E-06	8.25E-07	6.88E-07	6.98E-07	1.20E-07	1.15E-07	5.77E-08	8.27E-08	6.20E-08
Q12030	YDR167W	NA	NA	NA	4.11E-08	NA	NA	NA	NA	NA	NA
Q12031	YPR006C	4.35E-06	3.15E-06	1.56E-07	2.81E-07	5.06E-07	2.56E-07	7.80E-08	5.42E-08	NA	1.94E-07
Q12032	YOR215C	2.91E-06	3.61E-06	1.67E-06	1.34E-06	9.96E-07	7.92E-07	3.86E-09	4.19E-08	7.71E-08	7.92E-08
Q12033	YOR275C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q12034	YDR515W	1.54E-07	1.31E-07	7.40E-08	5.56E-08	1.34E-07	1.79E-08	1.32E-08	9.01E-09	6.24E-09	1.58E-08
Q12035	YLR051C	1.80E-07	1.95E-07	1.57E-07	9.20E-08	1.41E-07	5.62E-08	NA	3.70E-08	4.75E-09	4.09E-08
Q12036	YPL148C	2.86E-08	1.83E-08	NA	NA	NA	NA	6.76E-09	NA	NA	NA
Q12038	YPR032W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q12040	YOR283W	2.50E-07	7.43E-07	6.28E-07	5.72E-07	3.84E-07	4.10E-08	8.86E-08	1.88E-08	4.18E-08	2.94E-08
Q12044	YOR220W	4.34E-07	4.08E-07	3.22E-07	2.91E-07	1.84E-07	7.81E-08	2.97E-08	1.35E-08	1.98E-08	3.10E-09
Q12049	YPR045C	2.51E-08	1.80E-08	8.16E-09	NA	1.44E-08	9.77E-09	NA	1.24E-09	NA	NA
Q12055	YDL166C	1.09E-07	1.01E-07	5.83E-08	5.56E-08	5.98E-08	8.11E-09	2.41E-09	8.53E-10	6.58E-09	3.44E-09
Q12063	YDL193W	8.86E-09	1.74E-08	NA	NA	NA	NA	NA	NA	NA	NA
Q12068	YOL151W	1.46E-06	3.23E-06	1.60E-06	1.31E-06	2.64E-07	3.30E-07	9.06E-08	1.11E-07	5.91E-08	3.79E-09
Q12071	YDR027C	1.45E-08	2.56E-08	1.49E-08	1.64E-08	1.01E-08	1.88E-09	NA	NA	5.90E-09	2.38E-09
Q12072	YLR095C	1.31E-07	2.19E-07	1.80E-07	1.38E-07	1.42E-07	2.10E-08	1.19E-08	8.76E-09	2.00E-08	1.19E-08
Q12074	YPR069C	1.15E-05	2.28E-05	1.15E-05	9.91E-06	7.95E-06	2.58E-07	5.62E-07	2.16E-07	9.53E-07	9.43E-08
Q12080	YPL146C	1.53E-07	1.35E-07	8.94E-08	8.24E-08	1.29E-07	1.29E-08	1.05E-08	2.49E-09	7.14E-09	1.86E-09
Q12082	YDL157C	5.67E-08	3.43E-08	1.65E-08	1.37E-08	3.20E-08	3.57E-09	1.83E-09	5.60E-10	1.32E-09	1.43E-09
